"REF_DATE","GEO","DGUID","Statistical Area Classification (SAC)","Population and dwelling counts (3)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Nunavut","2021A000262","Weakly influenced","Total private dwellings, 2021","","0","units","0","","14.9.2","0","","","","0"
"2021","Nunavut","2021A000262","Weakly influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.9.3","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Population, 2021","","0","units","0","","14.10.1","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Total private dwellings, 2021","","0","units","0","","14.10.2","0","","","","0"
"2021","Nunavut","2021A000262","Not influenced","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.10.3","0","","","","0"
"2021","Nunavut","2021A000262","Territories","Population, 2021","","0","units","0","","14.11.1","36858","","","","0"
"2021","Nunavut","2021A000262","Territories","Total private dwellings, 2021","","0","units","0","","14.11.2","11720","","","","0"
"2021","Nunavut","2021A000262","Territories","Private dwellings occupied by usual residents, 2021","","0","units","0","","14.11.3","9926","","","","0"


